row_id,split,code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,target
oulad_final_result_0711,train,FFF,2014J,230656,M,North Region,Lower Than A Level,0-10%,0-35,0,240,N,Withdrawn
oulad_final_result_1144,train,BBB,2013J,564245,F,Scotland,Post Graduate Qualification,50-60%,0-35,0,60,N,Pass
oulad_final_result_1542,train,DDD,2014J,600502,M,London Region,Lower Than A Level,70-80%,0-35,0,150,N,Fail
oulad_final_result_1406,train,BBB,2014J,2333415,F,Scotland,A Level or Equivalent,80-90%,35-55,0,120,N,Pass
oulad_final_result_1116,train,GGG,2013J,607849,F,South West Region,Lower Than A Level,90-100%,0-35,0,30,N,Distinction
oulad_final_result_0429,train,FFF,2013B,550246,M,South East Region,Lower Than A Level,80-90%,35-55,0,120,N,Withdrawn
oulad_final_result_1068,train,DDD,2013J,574873,M,North Western Region,A Level or Equivalent,30-40%,35-55,0,60,N,Pass
oulad_final_result_1365,train,BBB,2013J,577965,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
oulad_final_result_0499,valid,DDD,2014J,654110,M,Scotland,Lower Than A Level,80-90%,35-55,0,60,N,Pass
oulad_final_result_1106,test,FFF,2013B,2436089,M,London Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
oulad_final_result_1367,train,BBB,2014B,2444501,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,120,Y,Withdrawn
oulad_final_result_1484,train,BBB,2013B,143741,F,London Region,A Level or Equivalent,50-60%,0-35,0,120,Y,Distinction
oulad_final_result_1202,train,EEE,2014J,2258124,M,South Region,A Level or Equivalent,60-70%,0-35,0,30,N,Distinction
oulad_final_result_0437,train,GGG,2013J,551545,M,South West Region,Lower Than A Level,30-40%,0-35,0,30,N,Fail
oulad_final_result_0572,train,FFF,2014B,621909,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,N,Withdrawn
oulad_final_result_0690,train,GGG,2014B,613616,M,London Region,Lower Than A Level,10-20,35-55,0,30,Y,Fail
oulad_final_result_0326,train,BBB,2013J,520002,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,N,Pass
oulad_final_result_0992,train,BBB,2013B,556959,F,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
oulad_final_result_0125,test,CCC,2014B,412284,M,East Midlands Region,A Level or Equivalent,80-90%,0-35,0,150,Y,Fail
oulad_final_result_1264,test,DDD,2013J,598052,M,South East Region,HE Qualification,40-50%,0-35,0,60,N,Pass
oulad_final_result_1287,test,DDD,2014J,684663,M,Scotland,Lower Than A Level,70-80%,0-35,0,120,Y,Fail
oulad_final_result_0815,valid,CCC,2014J,611255,M,Ireland,A Level or Equivalent,,35-55,0,60,N,Pass
oulad_final_result_1537,valid,CCC,2014B,205425,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction
oulad_final_result_0601,train,FFF,2014J,685128,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass
oulad_final_result_0050,train,CCC,2014J,634600,M,Scotland,Lower Than A Level,0-10%,0-35,0,60,N,Fail
oulad_final_result_0270,train,DDD,2014J,689050,M,South Region,HE Qualification,80-90%,0-35,0,120,N,Pass
oulad_final_result_1057,valid,CCC,2014B,2530985,M,London Region,HE Qualification,50-60%,0-35,0,30,N,Withdrawn
oulad_final_result_1943,test,CCC,2014B,581745,M,North Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
oulad_final_result_0067,valid,BBB,2014J,623376,F,South West Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass
oulad_final_result_1137,train,EEE,2013J,146125,M,Yorkshire Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
oulad_final_result_0783,train,BBB,2014J,573131,F,Ireland,A Level or Equivalent,0-10%,0-35,0,60,N,Fail
oulad_final_result_1451,valid,FFF,2014J,679189,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
oulad_final_result_1553,train,CCC,2014J,647887,F,London Region,No Formal quals,0-10%,0-35,0,60,N,Withdrawn
oulad_final_result_1103,train,DDD,2014J,509998,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,120,N,Withdrawn
oulad_final_result_1450,train,CCC,2014J,551158,M,Scotland,HE Qualification,40-50%,35-55,0,30,N,Withdrawn
oulad_final_result_0882,train,BBB,2014J,680732,F,North Western Region,Lower Than A Level,10-20,0-35,0,180,N,Withdrawn
oulad_final_result_0354,valid,FFF,2014B,626349,M,Scotland,A Level or Equivalent,30-40%,0-35,0,90,N,Withdrawn
oulad_final_result_0739,train,FFF,2013B,514969,M,North Region,A Level or Equivalent,10-20,0-35,1,300,N,Pass
oulad_final_result_1124,train,BBB,2014J,391937,F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
oulad_final_result_0247,train,CCC,2014J,651187,M,London Region,A Level or Equivalent,20-30%,0-35,0,150,N,Withdrawn
oulad_final_result_0675,valid,CCC,2014B,605144,M,Scotland,HE Qualification,80-90%,0-35,0,90,N,Pass
oulad_final_result_1989,train,BBB,2013J,364871,F,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass
oulad_final_result_1318,valid,FFF,2013J,591008,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,N,Withdrawn
oulad_final_result_1872,test,CCC,2014J,682259,M,Wales,A Level or Equivalent,20-30%,0-35,0,60,N,Fail
oulad_final_result_0023,valid,BBB,2014B,424659,F,South Region,HE Qualification,90-100%,35-55,0,60,N,Withdrawn
oulad_final_result_1248,train,CCC,2014B,383311,M,North Region,A Level or Equivalent,60-70%,0-35,0,60,N,Fail
oulad_final_result_0808,train,CCC,2014J,597052,F,East Anglian Region,A Level or Equivalent,30-40%,35-55,0,90,Y,Pass
oulad_final_result_1596,train,EEE,2014B,601386,M,South East Region,A Level or Equivalent,40-50%,0-35,0,30,N,Pass
oulad_final_result_0728,train,DDD,2013B,540758,F,South Region,Lower Than A Level,80-90%,0-35,0,90,N,Fail
oulad_final_result_1497,train,FFF,2014B,541281,F,London Region,Lower Than A Level,50-60%,35-55,0,60,N,Withdrawn
oulad_final_result_0027,train,FFF,2014B,623542,M,North Western Region,Lower Than A Level,0-10%,0-35,0,90,Y,Fail
oulad_final_result_1206,train,GGG,2014J,681532,F,East Midlands Region,Lower Than A Level,90-100%,0-35,0,90,N,Fail
oulad_final_result_1959,train,BBB,2014B,619288,F,South West Region,Lower Than A Level,20-30%,35-55,0,60,N,Pass
oulad_final_result_1991,train,DDD,2013B,445573,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,Y,Fail
oulad_final_result_1330,train,AAA,2014J,2375975,F,East Anglian Region,A Level or Equivalent,60-70%,35-55,0,60,Y,Pass
oulad_final_result_0967,train,BBB,2013B,2569163,F,Yorkshire Region,HE Qualification,40-50%,35-55,0,120,N,Distinction
oulad_final_result_1167,train,AAA,2013J,572652,M,West Midlands Region,HE Qualification,70-80%,0-35,0,120,N,Pass
oulad_final_result_1335,test,DDD,2013B,541260,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail
oulad_final_result_0526,train,CCC,2014J,657048,M,Scotland,HE Qualification,0-10%,0-35,0,120,N,Withdrawn
oulad_final_result_1534,valid,FFF,2014J,648903,M,London Region,Lower Than A Level,70-80%,0-35,0,120,N,Pass
oulad_final_result_0443,valid,BBB,2014J,656129,F,South East Region,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn
oulad_final_result_0421,train,FFF,2014B,574663,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,0,240,N,Withdrawn
oulad_final_result_0262,valid,BBB,2014J,686703,F,Yorkshire Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
oulad_final_result_1576,train,DDD,2013J,1592048,M,Wales,HE Qualification,30-40%,55<=,0,120,N,Withdrawn
oulad_final_result_0831,train,FFF,2014B,2523915,M,Yorkshire Region,HE Qualification,40-50%,0-35,1,120,N,Pass
oulad_final_result_0656,valid,FFF,2013B,522743,M,South West Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
oulad_final_result_1898,test,EEE,2014B,595992,M,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,Pass
oulad_final_result_1756,train,BBB,2013B,2446144,F,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,Pass
oulad_final_result_0913,valid,FFF,2014J,644871,M,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
oulad_final_result_0408,train,FFF,2013B,490195,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass
oulad_final_result_1369,test,DDD,2014J,643230,F,Wales,A Level or Equivalent,40-50%,0-35,0,120,N,Withdrawn
oulad_final_result_1923,train,AAA,2014J,648130,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,240,N,Withdrawn
oulad_final_result_1743,train,AAA,2014J,294496,M,North Western Region,A Level or Equivalent,10-20,35-55,0,60,Y,Pass
oulad_final_result_0549,train,FFF,2014B,544140,M,Wales,Lower Than A Level,10-20,0-35,0,60,N,Fail
oulad_final_result_1866,train,FFF,2014J,648040,M,Scotland,Lower Than A Level,10-20,0-35,0,60,N,Pass
oulad_final_result_0888,train,CCC,2014J,621300,M,London Region,A Level or Equivalent,30-40%,0-35,1,60,N,Pass
oulad_final_result_0927,valid,FFF,2014B,101634,M,Yorkshire Region,No Formal quals,0-10%,0-35,0,90,N,Fail
oulad_final_result_1277,train,EEE,2013J,32553,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn
oulad_final_result_1440,train,DDD,2013B,422768,F,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
oulad_final_result_0292,train,AAA,2013J,365244,F,London Region,A Level or Equivalent,0-10%,0-35,0,120,N,Pass
oulad_final_result_0190,valid,BBB,2013J,603035,F,Yorkshire Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
oulad_final_result_1522,train,BBB,2013B,549204,F,Yorkshire Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
oulad_final_result_1312,train,BBB,2014J,683120,F,Wales,HE Qualification,60-70%,0-35,0,60,N,Pass
oulad_final_result_1543,train,FFF,2013B,495776,M,South West Region,Lower Than A Level,10-20,0-35,1,180,N,Fail
oulad_final_result_1616,train,BBB,2014J,126800,F,East Midlands Region,A Level or Equivalent,60-70%,35-55,0,120,N,Pass
oulad_final_result_0606,train,BBB,2014B,624604,F,Scotland,A Level or Equivalent,20-30%,35-55,0,60,N,Fail
oulad_final_result_1709,train,AAA,2013J,2641155,M,East Midlands Region,Lower Than A Level,50-60%,35-55,0,60,N,Pass
oulad_final_result_0756,test,CCC,2014B,441540,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,N,Withdrawn
oulad_final_result_1245,train,CCC,2014B,609450,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Withdrawn
oulad_final_result_0800,valid,GGG,2013J,2679694,F,South West Region,A Level or Equivalent,30-40%,35-55,0,30,N,Fail
oulad_final_result_0547,train,CCC,2014J,626878,M,South West Region,A Level or Equivalent,50-60%,0-35,0,60,N,Fail
oulad_final_result_1981,train,FFF,2013J,599464,M,London Region,Lower Than A Level,20-30%,0-35,0,120,N,Withdrawn
oulad_final_result_0697,train,CCC,2014B,632017,F,North Region,HE Qualification,,35-55,0,60,N,Pass
oulad_final_result_0861,train,DDD,2013J,391537,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,2,60,N,Pass
oulad_final_result_1904,train,CCC,2014J,561208,M,East Anglian Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
oulad_final_result_0257,train,DDD,2014J,486244,F,South Region,A Level or Equivalent,20-30%,0-35,1,60,Y,Withdrawn
oulad_final_result_0940,train,BBB,2013B,553520,F,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,N,Withdrawn
oulad_final_result_0398,test,DDD,2014J,607110,M,South Region,A Level or Equivalent,70-80%,0-35,1,60,N,Fail
oulad_final_result_0312,train,BBB,2014B,627549,F,South East Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction
oulad_final_result_0177,test,EEE,2014B,629081,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,Fail
oulad_final_result_1961,train,FFF,2013J,2286574,M,Yorkshire Region,A Level or Equivalent,30-40%,35-55,0,60,N,Fail
oulad_final_result_0848,valid,DDD,2014J,468720,M,East Midlands Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass
oulad_final_result_1425,train,BBB,2013B,545001,F,West Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn
oulad_final_result_1295,train,CCC,2014B,622430,M,London Region,Lower Than A Level,0-10%,0-35,0,120,N,Withdrawn
oulad_final_result_0220,train,FFF,2014J,682098,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn
oulad_final_result_1391,train,FFF,2014B,610272,M,North Region,Lower Than A Level,,0-35,0,60,N,Pass
oulad_final_result_0131,train,FFF,2014J,643591,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,N,Distinction
oulad_final_result_1501,train,DDD,2013J,605476,M,South Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass
oulad_final_result_1701,valid,CCC,2014J,284741,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Withdrawn
oulad_final_result_0018,train,BBB,2013B,508537,F,South West Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass
oulad_final_result_1452,valid,FFF,2013J,576512,M,South Region,A Level or Equivalent,50-60%,0-35,0,90,N,Fail
oulad_final_result_0577,train,DDD,2013J,567417,M,South Region,Lower Than A Level,90-100%,35-55,0,60,N,Pass
oulad_final_result_0073,valid,BBB,2013J,1340766,F,South Region,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction
oulad_final_result_1549,train,CCC,2014J,599452,M,North Region,HE Qualification,,0-35,1,90,N,Pass
oulad_final_result_0306,train,EEE,2013J,601157,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn
oulad_final_result_1044,test,BBB,2014J,654043,F,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,180,N,Pass
oulad_final_result_1675,train,DDD,2013J,2416024,M,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,N,Fail
oulad_final_result_1341,train,CCC,2014J,698359,F,Ireland,HE Qualification,,0-35,0,90,N,Pass
oulad_final_result_0968,test,FFF,2014B,626320,M,North Region,Lower Than A Level,10-20,0-35,0,60,N,Withdrawn
oulad_final_result_0513,valid,AAA,2014J,514526,M,London Region,Lower Than A Level,10-20,0-35,0,120,Y,Withdrawn
oulad_final_result_1157,train,AAA,2013J,307866,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass
oulad_final_result_0686,train,FFF,2014J,647525,M,South West Region,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn
oulad_final_result_0790,train,BBB,2013B,553716,F,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass
oulad_final_result_0819,train,CCC,2014B,2603195,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,N,Pass
oulad_final_result_0743,train,FFF,2013B,528662,M,East Midlands Region,Lower Than A Level,20-30%,0-35,0,60,N,Fail
oulad_final_result_1022,train,BBB,2013J,584238,F,West Midlands Region,Lower Than A Level,10-20,0-35,0,60,N,Fail
oulad_final_result_1094,test,DDD,2014B,630935,M,London Region,Lower Than A Level,60-70%,35-55,0,60,N,Pass
oulad_final_result_0361,train,FFF,2014B,626128,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction
oulad_final_result_0228,valid,GGG,2014J,679373,F,East Midlands Region,Lower Than A Level,20-30%,0-35,0,30,Y,Withdrawn
oulad_final_result_1291,train,BBB,2014B,549087,F,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,90,N,Fail
oulad_final_result_1393,train,FFF,2014J,690832,M,Scotland,A Level or Equivalent,20-30%,35-55,0,120,N,Fail
oulad_final_result_1035,train,BBB,2013J,306964,F,Scotland,Lower Than A Level,20-30%,0-35,0,60,Y,Pass
oulad_final_result_0083,train,FFF,2014J,442725,M,Wales,A Level or Equivalent,70-80%,35-55,0,120,N,Fail
oulad_final_result_1260,valid,FFF,2013B,529870,M,North Region,A Level or Equivalent,60-70%,35-55,1,120,N,Distinction
oulad_final_result_1400,train,CCC,2014B,544839,M,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction
oulad_final_result_1469,train,EEE,2014J,605125,M,West Midlands Region,Lower Than A Level,80-90%,35-55,0,30,N,Pass
oulad_final_result_1175,valid,BBB,2013B,559458,F,South Region,A Level or Equivalent,70-80%,35-55,0,120,N,Pass
oulad_final_result_1645,train,EEE,2013J,434759,M,North Western Region,A Level or Equivalent,60-70%,0-35,0,40,N,Distinction
oulad_final_result_1351,train,BBB,2013B,558654,F,North Region,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn
oulad_final_result_1641,train,DDD,2014B,632469,F,South West Region,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn
oulad_final_result_1229,train,FFF,2014J,650052,F,West Midlands Region,HE Qualification,60-70%,0-35,0,120,N,Withdrawn
oulad_final_result_1518,train,BBB,2014B,578574,F,East Midlands Region,Lower Than A Level,20-30%,0-35,1,120,N,Pass
oulad_final_result_0794,test,CCC,2014B,618514,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn
oulad_final_result_1388,test,BBB,2013B,512924,F,East Anglian Region,Lower Than A Level,20-30%,0-35,1,240,N,Withdrawn
oulad_final_result_1833,valid,FFF,2013B,526980,M,East Anglian Region,Lower Than A Level,50-60%,0-35,0,60,N,Fail
oulad_final_result_0099,train,BBB,2013J,556738,F,East Anglian Region,Lower Than A Level,70-80%,0-35,0,120,N,Fail
oulad_final_result_1570,train,BBB,2014B,511901,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,120,N,Pass
oulad_final_result_0806,test,AAA,2014J,1456619,M,South West Region,A Level or Equivalent,90-100%,35-55,1,60,N,Withdrawn
oulad_final_result_0406,valid,BBB,2013J,1866742,F,South West Region,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn
oulad_final_result_1216,train,CCC,2014J,573153,M,Yorkshire Region,Lower Than A Level,0-10%,0-35,1,120,N,Withdrawn
oulad_final_result_1008,train,FFF,2013J,364974,M,North Region,Lower Than A Level,40-50%,35-55,1,180,N,Pass
oulad_final_result_1284,train,EEE,2013J,2588201,M,South Region,Lower Than A Level,30-40%,0-35,0,60,N,Pass
oulad_final_result_1304,train,FFF,2014J,678127,F,Yorkshire Region,Lower Than A Level,0-10%,35-55,0,60,N,Withdrawn
oulad_final_result_0036,train,CCC,2014B,536261,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,Pass
oulad_final_result_0393,train,DDD,2014J,627236,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass
oulad_final_result_0175,test,FFF,2014B,624556,M,West Midlands Region,Lower Than A Level,80-90%,0-35,0,60,N,Fail
oulad_final_result_0923,train,EEE,2013J,417724,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,30,Y,Distinction
oulad_final_result_0132,train,DDD,2014J,647373,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass
oulad_final_result_0558,train,CCC,2014B,445917,M,North Western Region,HE Qualification,90-100%,0-35,0,90,N,Distinction
oulad_final_result_0424,valid,EEE,2014J,656929,F,London Region,A Level or Equivalent,10-20,0-35,0,210,N,Fail
oulad_final_result_1407,train,FFF,2013J,607613,M,West Midlands Region,HE Qualification,20-30%,0-35,0,120,N,Withdrawn
oulad_final_result_0355,valid,GGG,2014B,623495,F,South Region,Lower Than A Level,70-80%,0-35,0,30,N,Pass
oulad_final_result_0334,train,GGG,2014J,687028,F,Scotland,A Level or Equivalent,80-90%,35-55,0,30,N,Fail
oulad_final_result_1918,train,BBB,2013J,506185,F,London Region,Lower Than A Level,60-70%,0-35,0,60,N,Fail
oulad_final_result_0907,train,EEE,2013J,528961,F,Scotland,A Level or Equivalent,80-90%,0-35,0,30,N,Fail
oulad_final_result_1368,train,BBB,2013J,2528352,F,West Midlands Region,Lower Than A Level,10-20,0-35,2,60,N,Fail
oulad_final_result_0329,train,DDD,2014J,642139,M,London Region,Lower Than A Level,50-60%,0-35,0,60,N,Pass
oulad_final_result_1200,train,FFF,2014B,584571,F,London Region,A Level or Equivalent,20-30%,0-35,0,90,N,Fail
oulad_final_result_0742,train,BBB,2013J,542296,F,Wales,Lower Than A Level,30-40%,35-55,1,60,N,Pass
oulad_final_result_0258,train,CCC,2014B,606663,M,South West Region,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn
oulad_final_result_0658,train,CCC,2014B,616831,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,N,Pass
oulad_final_result_0233,test,EEE,2014J,650849,F,Scotland,HE Qualification,70-80%,0-35,0,60,N,Withdrawn
oulad_final_result_1321,train,CCC,2014J,609527,M,South East Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn
